Zenith,Gain(50MHz),Gain(100MHz),Gain(150MHz),Gain(200MHz),Gain(250MHz),Gain(300MHz),Gain(350MHz),Gain(400MHz),Gain(450MHz),Gain(500MHz),Gain(550MHz),Gain(600MHz),Gain(650MHz),Gain(700MHz),Gain(750MHz),Gain(800MHz),Gain(850MHz),Gain(900MHz),Gain(950MHz),Gain(1000MHz),Phase(50MHz),Phase(100MHz),Phase(150MHz),Phase(200MHz),Phase(250MHz),Phase(300MHz),Phase(350MHz),Phase(400MHz),Phase(450MHz),Phase(500MHz),Phase(550MHz),Phase(600MHz),Phase(650MHz),Phase(700MHz),Phase(750MHz),Phase(800MHz),Phase(850MHz),Phase(900MHz),Phase(950MHz),Phase(1000MHz)
32,-12.59641,-17.49212,-16.96198,-20.95316,-28.29259,-30.85142,-17.32284,-21.64826,-27.76794,-22.28937,-21.60393,-25.60876,-21.3817,-20.36243,-28.07884,-22.40468,-20.1422,-23.398,-20.0222,-25.5286,-92.85897061435917,51.34769265358979,-100.77637796076938,40.23256611769186,146.72928860102843,-42.94413673205102,-61.566,127.11311918948772,31.07223223538375,-50.300959803846894,-107.25833882308132,-146.36696326794896,117.33085142487145,-4.378463267948963,-99.42047061435915,143.7604073464102,19.121447372310058,26.818661621024575,-107.47987960769385,-68.84076611769191
33,-12.6873,-17.35733,-16.97813,-21.10441,-27.83083,-31.10288,-17.70489,-22.00337,-27.74465,-22.17894,-21.51817,-26.97116,-22.43239,-20.70706,-27.40156,-23.97665,-20.04067,-24.63744,-19.34852,-25.58678,-93.89816326794897,52.532792653589794,-99.81257796076937,41.14537346410207,148.14647390820804,-42.570251424871444,-60.558122039230625,126.01874122871834,29.835368967434775,-49.235459803846894,-106.79333882308134,-145.04940734641022,116.01107346410207,-3.8500353071795828,-100.35638530717955,144.22637061435918,18.91007675795089,26.331183660255192,-106.0114155292326,-69.89311469282046
34,-12.8034,-17.27228,-17.11148,-21.23342,-26.80177,-32.55768,-18.14273,-22.37579,-28.21502,-21.65288,-20.50625,-27.24887,-23.1122,-20.97409,-28.53606,-23.34359,-20.51874,-23.79505,-19.64746,-27.1771,-92.80557061435917,52.097492653589796,-98.25807796076937,41.78967346410207,147.35838860102845,-42.19034407846124,-60.289214692820416,126.53774122871835,30.633220392306228,-48.98801511102648,-105.56273958179389,-143.68837061435917,114.52448081051227,-4.1759485751285474,-100.78375592153873,143.27003673205104,20.025262065130477,27.122995503332717,-105.4341128756428,-70.37773673205108
35,-12.77242,-17.12602,-17.24591,-21.27968,-26.17738,-33.37553,-18.48037,-22.44378,-28.79592,-21.50043,-20.10072,-28.0851,-24.26249,-21.0463,-28.6337,-22.69334,-20.73612,-23.81322,-19.46602,-26.82229,-94.13486326794897,52.559092653589786,-97.78147061435918,40.55896611769185,146.87389594743865,-43.029799999999994,-59.662,127.69114857512855,29.870310196153135,-49.49708980384689,-106.48996162102452,-145.0468898038469,114.87807346410209,-5.217637960769376,-101.97564857512852,141.7381853071796,20.002040025899845,25.916732235383755,-105.95079491487343,-69.57651754256335
36,-12.86585,-16.93778,-17.25803,-21.23364,-25.53194,-34.29718,-19.14143,-22.6184,-28.5632,-21.69185,-19.78866,-28.60822,-26.30626,-21.17618,-27.98343,-21.95561,-19.70066,-21.99386,-20.1798,-26.95883,-93.28826326794896,51.7854926535898,-97.08267061435917,39.31388815692249,148.38617390820804,-43.50582938564082,-60.63950734641021,128.05111918948774,28.434776313844992,-49.696219803846894,-106.59914692820414,-145.74196326794896,115.19433223538373,-3.8136632679489626,-102.96631918948769,141.51722203923063,19.9347812546182,27.080754274614364,-105.03345491487342,-70.22025877128169
37,-12.94554,-16.81017,-17.41334,-21.44788,-24.70607,-34.97387,-19.76982,-22.63299,-28.3916,-21.87553,-19.47462,-29.49464,-26.59475,-21.74248,-28.4182,-21.96648,-20.13137,-20.85972,-20.52135,-27.10334,-94.70846326794897,51.3051926535898,-98.02876326794897,40.54727346410207,149.91998860102845,-43.56132488897351,-62.01097796076938,126.81074122871834,28.798554274614375,-50.48198511102648,-106.65133223538369,-145.65637061435916,113.80733882308138,-2.6081299999999965,-101.60297796076935,141.29648081051232,19.829595947438605,28.565710196153127,-104.95577960769384,-71.68934857512859
38,-12.93332,-16.76898,-17.50986,-21.25549,-24.0366,-34.07939,-20.13848,-22.55632,-27.71404,-21.41355,-19.2758,-29.80003,-27.76114,-21.55847,-28.63393,-21.19565,-19.98548,-20.96138,-21.80811,-26.28435,-96.18545592153876,51.29419265358979,-97.96376326794896,40.66509550333268,151.32621064025906,-45.06877631384495,-63.390477960769374,125.55162653589792,29.117146928204164,-49.20515307179586,-105.77314692820411,-146.40210899333462,114.52048081051228,-2.07761184307752,-101.82999999999997,142.0494506661589,18.570410640259013,29.244022039230643,-103.84316776461633,-71.29112938564086
39,-12.90595,-16.60839,-17.57384,-21.12899,-23.7017,-32.64056,-20.43614,-22.4315,-27.67862,-21.74442,-18.67219,-32.82921,-29.43533,-21.87295,-28.57021,-21.70078,-19.68872,-21.11933,-22.03988,-26.28983,-94.93125592153876,51.29299265358979,-97.04805592153875,42.202880810512276,151.0111179866693,-45.59214692820413,-62.99447796076937,126.86074122871834,29.976346928204165,-49.78903837897544,-106.6247395817939,-146.69552248333656,115.18670284974291,-0.9646706143591732,-101.0242118430775,143.04103673205103,19.113145281279685,29.374758771281684,-105.15916041820611,-70.25829550333273
40,-12.95621,-16.55904,-17.50613,-21.03684,-23.00356,-31.61272,-20.72288,-23.2873,-27.46138,-22.11133,-18.07198,-35.05763,-29.74445,-22.43512,-26.77161,-21.62413,-19.87405,-20.62536,-22.21262,-27.76824,-93.75156326794897,50.9223,-98.61365592153876,40.654102849742884,150.7276453330795,-45.48799835307557,-61.49986326794897,126.42533388230814,29.793361621024587,-50.13658511102647,-105.33451754256328,-147.55797960769382,116.71511678385079,-0.7918485751285509,-100.50326326794894,142.05667270538947,18.537595947438575,30.148492653589827,-106.25249715025716,-69.81107346410211
41,-12.91683,-16.54052,-17.52134,-21.06177,-22.59016,-29.79114,-21.11513,-23.71792,-27.83195,-22.03645,-17.55137,-34.13226,-29.97513,-22.6881,-27.56588,-21.43914,-19.67818,-21.58681,-21.75378,-29.23411,-94.30375592153877,51.1058,-97.64784857512855,39.57300284974289,151.6168053330795,-44.073071817177635,-60.46257061435917,127.39337061435917,29.93918366025521,-50.755759803846885,-103.99751754256329,-146.73911349000196,117.77993147667124,0.15208815692248123,-100.89785142487142,142.9340800517997,17.417330588459237,31.074329385640866,-107.72234572538571,-70.68337390820804
