Frequency(MHz),Z_A (TVPol),Z_A (BVPol),Z_A (HPols)
599.8125,(10.714639464021376-34.47331740825406j),(36.0546213383763-51.737106070778715j),(47.48822523669495-15.74061158899681j)
601.0,(11.076879598537595-31.427545861408063j),(34.34336259977871-50.0621988050176j),(46.166715339246515-15.565406269972252j)
602.1875,(10.842188010676155-29.07969051336977j),(33.06279026094979-48.80428103756133j),(45.6070058564246-15.576615807812837j)
603.375,(9.938464944728914-26.641156968936233j),(32.50918184386864-47.672500907329095j),(45.33617160647698-14.907554054918801j)
604.5625,(9.522839804352117-23.624520349171018j),(31.203011898410505-46.15515606778833j),(44.691838706743674-14.509172959248621j)
605.75,(10.269093323895474-20.486348757713035j),(29.995116787341065-44.79015711489036j),(43.99722780218643-14.103525711312045j)
606.9375,(11.359498803777496-17.856166127774056j),(29.391051674891976-42.75209919597104j),(43.42554741423974-13.427274094898296j)
608.125,(11.892054868803106-15.56022823758769j),(28.651638417519813-41.38241457556006j),(42.77536505134266-13.270663070247819j)
609.3125,(12.114849358726106-13.081078511160944j),(28.06230527092106-39.97819838656335j),(42.125337129032474-12.5387011431563j)
610.5,(12.773969977658268-10.285944278446525j),(27.132802390580515-38.65574530476239j),(41.22062191927028-12.284699075114915j)
611.6875,(14.080936509199164-7.551450451677763j),(26.701251147024898-37.592960855550544j),(41.06093871768427-11.727088943497614j)
612.875,(15.461834248355608-5.064889870905692j),(26.263551178092754-36.43488403783668j),(40.47815480741425-11.020686673865391j)
614.0625,(16.60488384496886-2.7360169425138188j),(25.70110941543771-35.44952561584742j),(40.09198669350532-10.634019225080282j)
615.25,(17.967995698432016-0.32202376346733896j),(25.347852530326552-34.31143635857154j),(39.92410410352786-9.831080867708916j)
616.4375,(19.997860485162988+2.1006932499630326j),(24.706879521174464-33.15798672877946j),(39.52190150334084-9.204649273401294j)
617.625,(22.499493514635372+4.437828973637675j),(23.96470293500183-31.94997675708974j),(38.842258811502866-8.586628824052157j)
618.8125,(24.873302678258007+6.829269907859297j),(23.851917272120886-30.44676138259542j),(38.63221227292651-7.326139361454629j)
620.0,(27.241411191660845+9.123032912443474j),(23.305285013418782-29.620667720091667j),(38.38924844865414-6.918492210635301j)
621.1875,(29.684757268144395+10.64375489708304j),(22.63345714949084-28.371307117137285j),(37.60802080699876-6.320006295758862j)
622.375,(32.50959966053216+11.193079794444479j),(22.231234851552404-27.673537433271942j),(37.56823962915284-6.112325690615325j)
623.5625,(35.80485256653374+11.368154698321993j),(22.004444994040384-26.65496691642349j),(37.508290443922746-5.528560491657623j)
624.75,(39.44664512330509+11.4754647520416j),(21.742757304637156-25.667264285169704j),(37.33534661011144-4.694739557023809j)
625.9375,(43.01041726627355+11.315047720678608j),(21.602656351008907-24.29595014714073j),(37.119304648250186-3.498223700796532j)
627.125,(46.3145181758934+10.268409891528915j),(21.215859232359833-23.529583425926038j),(36.89475573833005-3.0985227907830346j)
628.3125,(49.56980854202563+8.435834189140188j),(21.057996887078087-22.12963292907168j),(36.554142945410646-1.947968516433881j)
629.5,(52.80007271000086+6.03491483050519j),(20.66908390967325-21.42971754014259j),(36.279145412748896-1.5176533260717664j)
630.6875,(55.617458462047885+3.817738377713593j),(20.31075009536589-20.934794429351268j),(36.25320667887384-1.3048762512783616j)
631.875,(57.21942193913041+1.544672156486308j),(20.08704617334474-19.854675899230614j),(36.13493035902111-0.38343826972036854j)
633.0625,(57.46078712353763-0.882194165893524j),(19.921189068877265-19.04514909678239j),(36.09869496219609+0.268679395835318j)
634.25,(57.069738491545635-3.867533434099803j),(19.654097044065622-18.109556465587126j),(36.11311658869406+1.0883597662636018j)
635.4375,(56.60729717289266-7.190113945687188j),(19.720852131860095-17.239663203432634j),(36.208583199002604+1.9262449240203108j)
636.625,(56.18505729331763-9.831521981778755j),(19.30254816346831-16.39205844723363j),(36.04134876311121+2.8297633059903173j)
637.8125,(55.66645534715263-11.720682967947953j),(19.330396645621796-15.743002812899519j),(36.18560186557939+3.384063677276641j)
639.0,(54.4866149421513-12.874792187062482j),(18.918277753401362-14.567923546639975j),(35.88900035581422+4.529656150721022j)
640.1875,(52.94360893946075-14.206762064590622j),(18.677432739900922-13.703020943028756j),(35.90284591326688+5.329465003197438j)
641.375,(51.25500632728186-15.534660388360253j),(18.517332914974347-13.088682694323373j),(35.97250353923815+5.839441781806931j)
642.5625,(49.827374095005304-16.66718533947826j),(18.544473593439537-12.405277914963651j),(36.42214709561879+6.542452001624662j)
643.75,(48.914027911658586-17.518963111632658j),(18.293617162128225-11.944395919411658j),(36.566428890399834+7.09687241706558j)
644.9375,(47.87836430137164-18.137479124088426j),(17.99825645077961-10.896365781119824j),(36.57382406614078+8.016905933592277j)
646.125,(46.543091101020906-18.357378326374732j),(17.921253180711993-10.396478699149041j),(36.96552020868876+8.718985385203737j)
647.3125,(45.14438597177045-18.650308037075373j),(17.894886470387362-9.58955697936885j),(37.32146187303506+9.570691087871564j)
648.5,(44.10380776668153-18.974340039626494j),(17.713437817339724-8.783026717198826j),(37.49035547556256+10.523257478602709j)
649.6875,(43.19673172235707-19.453339629803313j),(17.77074547784272-7.8143935484150395j),(37.87688334909506+11.615471468677294j)
650.875,(42.29179650648883-19.842170914379547j),(17.663861715888967-7.0592281317554j),(38.069488514383195+12.581254648421655j)
652.0625,(41.15909941255436-20.36621515287803j),(17.53341731213773-6.044524695854679j),(38.323621989057756+13.34843811453914j)
653.25,(40.27545524523636-20.77787397812559j),(17.291084742844962-5.629596779278648j),(38.778443946281115+13.862397785577572j)
654.4375,(39.9902814522862-20.961969690372335j),(16.97772089507236-4.944956533664654j),(39.081167105883246+14.56188859502742j)
655.625,(40.07108552730706-20.76143486591585j),(17.06611339435886-4.146840148079974j),(39.82367530849888+15.438803160305612j)
656.8125,(39.52716491913978-20.359713991367858j),(16.91684437968544-3.591133294747589j),(40.67894811445396+16.225051773734275j)
658.0,(38.255209579976416-19.801114654590336j),(17.001469292633864-2.5101625720652527j),(41.284072005851336+17.435899479402096j)
659.1875,(36.49315821561124-19.841895910525647j),(17.074691942337147-1.8619999437069241j),(42.04858516827946+18.247332248533592j)
660.375,(35.145472034109254-20.475700803140022j),(16.919408109033668-0.7792028442851704j),(42.60431994486993+19.39280547105254j)
661.5625,(34.2281771246578-21.213495862206784j),(16.51776395742458-0.09046675000482021j),(42.91258599402178+20.063632741487798j)
662.75,(33.39102548795182-21.484180840902738j),(16.532119233101344+0.8595012239824894j),(43.67401277731074+20.82585892031733j)
663.9375,(32.234825196709046-21.085303133538535j),(16.352695018055744+1.1333010326541237j),(44.50657036946139+20.948311350569718j)
665.125,(30.571981579130068-20.50814926380824j),(16.35074116057805+2.109778079154056j),(45.63064808396913+22.03260048690167j)
666.3125,(28.929605963407603-20.115019051815608j),(16.495943980202878+2.5249270824716588j),(47.11074360564621+22.323054717127764j)
667.5,(27.301289552042917-19.983647670017124j),(16.325011957567106+3.6100480319196127j),(48.16313903017247+23.2079141140982j)
668.6875,(25.547551391740587-19.382348321851147j),(16.417232277093692+4.428234895389056j),(49.28828969729626+24.26770764651802j)
669.875,(23.926171462360607-18.199876332528294j),(16.437908714031835+5.319211487990358j),(50.27961464800027+25.20188843907187j)
671.0625,(22.546934649672036-16.94592849003434j),(16.494827611266018+6.216009798332843j),(51.33203164239026+25.98073095597918j)
672.25,(21.641381039337414-16.089481989377916j),(16.353326616560324+7.014430671577318j),(52.28450676668264+26.41198973502344j)
673.4375,(20.88710555522813-15.397720016792872j),(16.23018068784227+7.737795567940014j),(53.28226912019152+26.338547354187696j)
674.625,(20.293746613310283-14.33725224118567j),(16.01242468670847+8.322741090394734j),(55.07313972123828+26.24514298028836j)
675.8125,(19.79246429279343-12.59026279555922j),(16.21622461206259+8.981185233935275j),(56.81627749406852+26.49161086108217j)
677.0,(19.32320054830623-10.87828335549923j),(16.794726950167128+10.174468949377001j),(58.80140005941187+27.518776561000006j)
678.1875,(18.780814567641272-9.510631829850826j),(16.592194693228272+10.846285054613226j),(60.59646086326061+28.06953883822224j)
679.375,(18.243929918370387-8.53099741019341j),(16.959548549828135+11.90841153173774j),(62.44125152346553+28.39945227879554j)
680.5625,(17.932539672768996-7.321315485412397j),(16.93725641623885+12.762119997832254j),(63.97303840308635+28.877734782324318j)
681.75,(17.86155775098462-5.855450457962925j),(16.64324461081769+14.12310130827388j),(64.9030583863445+28.673721366384097j)
682.9375,(17.704946471987807-4.50605832681004j),(16.7856746555549+14.798425397893997j),(67.2968887694709+28.676289738317536j)
684.125,(17.41030361105496-3.6423543217797905j),(16.991474340971365+15.456900738381206j),(69.01153730821962+28.443483468733405j)
685.3125,(17.17863112834487-2.92810833535711j),(16.98445870319662+16.60846487357969j),(70.9639134130766+27.52442221260785j)
686.5,(17.391480861132923-2.035326825869803j),(17.060491444374694+17.11827641360966j),(73.83015948465263+26.15892117590455j)
687.6875,(17.809508496685886-0.7479186099284697j),(17.22999179663438+18.3608402040539j),(75.59414473751012+26.15281136784538j)
688.875,(17.941581638794823+0.4908997352699962j),(17.36676903684283+19.542042489536676j),(76.88406791157651+25.569087366075518j)
690.0625,(17.424505787315283+1.4763434438665455j),(17.80887429646301+20.16338800601681j),(79.78431047485203+25.142462754538816j)
691.25,(16.81746593177587+2.089092106077319j),(17.654670186367376+21.090548739313956j),(81.77832431123532+23.024260930336144j)
692.4375,(16.634377651061996+2.799680339968645j),(17.766730477502616+22.40017248884299j),(82.95613025020492+21.630314106139895j)
693.625,(17.231407367675637+3.4767826106626174j),(18.15797595684065+23.25471535010626j),(85.70257978124073+19.95314956701616j)
694.8125,(17.787795019243422+4.1737156386172956j),(18.48215603707444+24.38433614715171j),(87.81864779403817+18.058933730292207j)
696.0,(17.636433180675965+4.898518055882746j),(18.522399022397913+25.405610539177182j),(88.52892532269914+16.212630561544042j)
697.1875,(16.91988194515894+5.6667084132155745j),(18.929972420745464+25.99753816959677j),(90.6859386097402+12.9546072372849j)
698.375,(16.63358085948773+6.406240198232534j),(19.620345915203387+27.378589468485554j),(92.48320069206686+12.060151698443807j)
699.5625,(16.90418381444875+6.950174131421621j),(20.162352835374982+28.199104943622697j),(93.78045994182352+8.5853524636344j)
700.75,(17.332914963507122+7.462758782781308j),(20.227088619880583+29.466812508371603j),(95.16439455867747+5.694163766384696j)
701.9375,(17.447071854777402+8.073366506712954j),(20.618472651523327+30.5483278702661j),(95.44872897278364+2.9504001778054527j)
703.125,(17.153618481854124+8.917557744162348j),(20.85129736682006+31.68033888536495j),(95.95194146262853+0.41534677360489825j)
704.3125,(16.89560179264453+9.88502349882956j),(21.172294822251203+32.62373974485913j),(95.7774913452896-3.112082100065105j)
705.5,(16.96553156208501+10.643044010275204j),(21.38861867995278+33.741764890662786j),(95.58009877468396-6.785559121633363j)
706.6875,(17.06080783431356+11.36657615141786j),(22.059179988040675+34.79789524361655j),(95.68254567378497-9.055743335262795j)
707.875,(16.682424063111718+12.33928355167873j),(22.498835240412756+36.19129438418859j),(94.79771304380162-12.64045988181241j)
709.0625,(16.159361645879017+13.510556586006993j),(23.044752530594835+37.467666494173606j),(94.66283173724156-15.8376887375893j)
710.25,(15.730811278336455+14.677797951734698j),(23.714248256658088+38.7097537884661j),(94.27788554901937-18.779893124221598j)
711.4375,(15.885357669553999+15.423326533513592j),(24.1161381804142+40.071366891779746j),(92.87928875277001-20.82167731696392j)
712.625,(15.94782396199101+15.895215449773866j),(24.737590543352507+41.41638407424664j),(90.74847108511729-23.353421654593227j)
713.8125,(15.798042216773153+16.680190374058668j),(25.23075014157777+42.618997721245115j),(89.29463873248373-25.788038994631272j)
715.0,(15.427729096547033+17.892956010474435j),(26.164600987870497+43.939024206829984j),(86.51364388979407-27.899144206380925j)
716.1875,(15.403862900849978+19.22085015747549j),(26.977827099445435+45.10331294435071j),(84.81495448798023-29.43544586783772j)
717.375,(15.594938690715711+20.319633653448637j),(28.058959702706694+46.43880804522304j),(81.58170206257908-32.209541657815734j)
718.5625,(15.563477151174183+21.12554723942358j),(28.86269585030577+48.16722549534479j),(79.31373395475491-34.86290929131825j)
719.75,(15.351139528305222+22.111318587218975j),(29.86054442294646+49.66968586821526j),(77.83032849549608-35.26616799002673j)
720.9375,(15.150329890974765+23.371230469116437j),(30.758785048074305+51.120459249486515j),(75.9205287369697-36.15973856358884j)
722.125,(15.421165484623875+24.72114164333237j),(31.609418997758702+52.75995823141634j),(73.82318730315717-37.15432411903154j)
723.3125,(15.76529601484836+25.813314057066528j),(32.726602183331444+54.5459698736507j),(70.45464331300859-37.74650905477309j)
724.5,(15.7750820064247+27.00518491411412j),(33.846616328025405+55.83861738627004j),(68.16765888776118-37.967149170946975j)
725.6875,(15.370692352434606+28.718146990538035j),(35.00850486506421+57.62104645436663j),(65.64292318686645-38.34506460561621j)
726.875,(14.943685659815811+30.871544433959244j),(36.168602737508806+59.84585788539975j),(63.27557619164808-38.13819785134107j)
728.0625,(15.103253686405486+32.52269842529804j),(37.92050452118794+61.456898156186334j),(60.77669474321809-38.931112033725j)
729.25,(15.459325320039747+33.24210998213405j),(39.85129837089481+63.21247472479402j),(58.59005076622451-38.34582017442261j)
730.4375,(15.519047017155048+33.86010313965297j),(41.24581101543489+65.51631790570038j),(57.08923867051823-38.56994898569502j)
731.625,(15.249795770316625+35.340830665362006j),(42.58221202262314+68.0136510961906j),(55.01910231000813-38.54455952831944j)
732.8125,(15.423745180715018+37.57035128967522j),(44.95588337379476+69.80519474441549j),(53.42415414953283-38.061209895211505j)
734.0,(16.086706682863632+39.56638766430178j),(47.51464935549383+71.7814881489092j),(51.09637049778157-37.44694012554658j)
735.1875,(16.81695375659007+40.715437277480994j),(49.660106774867224+74.60219353613198j),(48.787779877226434-36.6990083130911j)
736.375,(16.915419605745168+41.79589376571464j),(52.18425132233433+76.34790226586654j),(47.44075792543029-35.86329544950253j)
737.5625,(16.839016492535578+44.046184762759594j),(55.52459550950942+78.47401655019213j),(46.060573408349306-35.54278715810003j)
738.75,(17.42063175112683+46.87868436929049j),(58.28583098583502+80.96895342786657j),(44.290998508223936-34.70201964805091j)
739.9375,(18.211834622253644+49.20312494420112j),(61.88766645672563+82.26747543467813j),(43.09392944978414-33.30102824006215j)
741.125,(18.93087366104322+50.200715146813025j),(65.4855972171997+85.05488331103638j),(41.61210947679296-32.95550521934967j)
742.3125,(19.26047972790547+51.0847492238486j),(69.19065236407039+85.83548078004881j),(40.70301479283882-31.85857420713892j)
743.5,(19.915951065039984+53.20514795703212j),(75.13304995984392+89.17414257542858j),(38.73291035499185-30.83706380521491j)
744.6875,(21.331032488699304+56.28334138528642j),(79.70787916085479+91.1781356196533j),(37.90514860364813-30.038628408055008j)
745.875,(23.024649462987902+59.07078227205906j),(84.80942542755669+93.142654994051j),(37.14578259210122-28.8855847309973j)
747.0625,(23.894371846057492+61.05315500447499j),(91.20704127855095+97.33871204612657j),(35.82653066866583-28.194685473902542j)
748.25,(24.382342120021377+63.20380531750462j),(96.57092453712568+97.39027627824647j),(35.52254797216654-26.777513755494162j)
749.4375,(25.90711407974558+66.1270776028496j),(104.49894080016733+99.0804609659779j),(34.13667896517563-26.022706966807792j)
750.625,(28.59107306317082+68.79914846793395j),(113.25003299044009+98.59080642009725j),(33.04478664678964-24.783930468869936j)
751.8125,(30.906317954342278+70.75403873545133j),(123.48213067543841+99.10142006124063j),(32.30269786171365-24.01079261400315j)
753.0,(31.823076980704588+71.89413074559681j),(131.3138070267622+97.88100839161768j),(31.703028484695903-23.048509776482963j)
754.1875,(31.566869667148836+73.18577178344391j),(142.15685763305717+95.54797569601016j),(31.067370489679192-22.104351664637527j)
755.375,(32.80140255153857+75.63712774559811j),(153.45953035473102+95.02893957639868j),(30.59416211975947-21.19549628567604j)
756.5625,(36.36827597466024+78.22413658702077j),(164.66690403709998+87.6534967287281j),(29.818006292128548-19.91260934418741j)
757.75,(40.0074403623822+80.44826073159169j),(178.05509079686078+83.43787910887654j),(29.110919831288083-18.99578883582435j)
758.9375,(41.73135823569173+83.06243266268407j),(185.36570997420347+73.65931512057499j),(28.562058017653765-17.775130274168035j)
760.125,(42.33169577065207+87.06046905890848j),(190.04778869008828+60.991219223192736j),(28.055077071499205-16.636913548401704j)
761.3125,(44.15086035956705+91.55987822419j),(203.7646985584167+45.34637845139361j),(27.420337521745157-15.984965766313863j)
762.5,(48.61071268286578+94.8828474248104j),(208.21765028917943+33.403045757863985j),(26.953642350754865-15.126538270922117j)
763.6875,(52.29798107865046+96.69893200466605j),(214.29773370371927+14.516110214757763j),(26.652365531853672-14.228948930144162j)
764.875,(53.91306552286334+98.94537628606317j),(220.25319235251715-2.3992508793605425j),(26.196398114038324-13.212945494941172j)
766.0625,(55.351075815036836+102.25087760164212j),(217.75516062990815-16.641702877614346j),(26.12264607745085-12.155645933829458j)
767.25,(59.945954970154624+106.11048514598565j),(208.33061337150815-31.69860631997019j),(25.59234609904264-10.671434935758535j)
768.4375,(67.52582976163532+109.39990980902519j),(208.63091374886417-45.42923802864639j),(25.57345505243369-9.780775974133247j)
769.625,(74.18122233003355+113.81342581498008j),(198.6629188048866-61.01061972962494j),(25.004135824023965-8.760798711976276j)
770.8125,(78.01803314113805+124.0699374602753j),(189.71122744637532-73.64107910595006j),(24.749944815465412-7.848306707189101j)
772.0,(81.37024723805841+137.81390563237417j),(180.60787429695262-79.18473657635012j),(24.740858344594486-6.522142141015332j)
773.1875,(89.81879088650294+148.17604283050346j),(163.6097600712935-92.44711652729015j),(24.21298194367026-5.85312283366088j)
774.375,(103.28879480370003+147.10677256796083j),(158.32989836633584-97.68101304734357j),(24.402305175721523-4.898041446126552j)
775.5625,(112.06642125433724+144.2040591076765j),(141.597956618311-96.42011131586705j),(23.8587055085123-3.5238887976807947j)
776.75,(119.35075978786571+149.3487564641901j),(134.16103143449257-99.422402288403j),(23.860574727868237-2.6015461846306653j)
777.9375,(133.20512807097685+163.03007034961726j),(121.9573619237537-103.44986578075965j),(23.81614990403883-1.7313840219328909j)
779.125,(155.5890954820975+172.31972181072382j),(118.8887342489722-105.0680415220746j),(24.177882390990636-0.4995194906336499j)
780.3125,(178.27058485905826+163.13809438688796j),(107.64950514564941-105.19601595768702j),(23.966388340728646+0.5765560014048018j)
781.5,(196.92119056103047+153.72756186446148j),(98.30306214145745-101.6329981231627j),(23.618497519956957+1.6254877327758888j)
782.6875,(222.13757162737897+158.2727044835139j),(93.44232885277523-100.67115275265559j),(23.705443461832765+2.7891544411448668j)
783.875,(273.3823500152488+167.9071250112472j),(86.29675884894017-98.6623092398495j),(23.841113302771593+3.749151187942951j)
785.0625,(323.9902630988175+148.96228804131633j),(77.0518331055952-97.40812271060594j),(23.596016406957936+4.4935812609169075j)
786.25,(328.69161318179334+104.72284512656117j),(72.07662080939755-96.2225911563187j),(23.90692096533649+5.552060934825292j)
787.4375,(322.7247459222747+68.2761541041297j),(68.15339333507747-94.06867501533938j),(24.430712778152134+6.587934085379085j)
788.625,(338.79335807268524+27.052552394482934j),(63.75346727015362-90.79101089323576j),(24.487626064491096+8.082989553232832j)
789.8125,(356.5526069580062-41.533001857525846j),(59.19087505894469-88.40567316474176j),(24.647034240399776+9.158408311042479j)
791.0,(338.84402877087587-109.52653873015721j),(55.68728464572475-86.27409485340766j),(24.644523826671943+10.35276818027048j)
792.1875,(307.0574069140624-125.44150933835856j),(53.20492293720729-84.74261800891998j),(25.17104198128888+11.39521672361642j)
793.375,(286.0385009113483-133.50084625086546j),(49.93426264173573-80.5087880967555j),(25.141253714242563+12.646796871962662j)
794.5625,(262.40080417081106-158.89453014641708j),(45.43384586275823-78.35812328512277j),(25.451833745190555+13.377592198693035j)
795.75,(211.10868882929765-187.81244549008255j),(43.158091126048305-74.7444171234295j),(25.605939729526096+14.457267053011428j)
796.9375,(167.80615300948008-187.92182360183884j),(40.50598133847491-72.99455761536197j),(26.053473554177476+15.44679324160661j)
798.125,(153.92342537889317-179.8089513552163j),(38.29348632834721-70.35934061871215j),(26.471774562918878+16.64256496920758j)
799.3125,(149.32863833266924-180.10920806617534j),(36.478422192114586-68.8881166453336j),(27.121309456663766+17.928246071891138j)
800.5,(135.0204294670723-181.4686789599214j),(34.31121204402828-66.86063148496818j),(27.413514209649804+18.933556160116215j)
801.6875,(112.90592602600854-173.2289447301679j),(32.78045034978591-64.34695598385147j),(27.982197182581864+20.330492309759926j)
802.875,(95.79663740102228-159.6715027453984j),(30.901902344890747-61.9256360519673j),(28.270375217486027+21.24790808417454j)
804.0625,(88.65803515302393-146.7540882938547j),(30.23127555079754-59.80190321936778j),(28.90460071037701+22.739880801391603j)
805.25,(82.583218436015-141.05092717244582j),(28.25233912427056-58.44698568749422j),(29.67184619140345+23.55042638754116j)
806.4375,(73.16837928809062-135.76890254459423j),(26.638622462537846-55.31622681406172j),(29.929466142556446+24.49562803965467j)
807.625,(61.691681106787755-127.58212769988644j),(26.619026139458942-54.214077518859206j),(31.154692593590113+26.117559828141882j)
808.8125,(55.607398577979176-120.07192871025356j),(25.334149149636715-52.21064480161233j),(31.618711331688335+27.251263807802175j)
810.0,(52.091200658322094-116.34316773528417j),(24.181494399423805-50.47758472494106j),(32.555902697349424+28.486424866828724j)
811.1875,(49.20595452325385-114.67592351039491j),(23.555910477732827-48.925728497438435j),(33.609121648188015+29.801771026108955j)
812.375,(44.322836220871444-110.52928515537465j),(22.83105878679369-47.51192635433922j),(34.498637705649244+31.268635773321932j)
813.5625,(39.81583210197653-103.02535532773499j),(22.127556117910473-45.6679165985579j),(35.26876657366034+32.35116971923046j)
814.75,(37.81666644323419-96.96551735233783j),(21.507698530890465-43.9367656202198j),(36.3180841053418+33.930945576325534j)
815.9375,(36.16344018428335-93.72181421101892j),(20.97516427617573-42.72292481269482j),(37.73567355124503+35.117509188126796j)
817.125,(32.98806280273234-92.2191749645236j),(19.67537427294809-40.94121650577712j),(38.47107994418753+36.11981118093482j)
818.3125,(28.90808047040052-89.123135928124j),(19.58910982795243-39.577223249930796j),(40.069824110395814+37.33504657710884j)
819.5,(26.504302774490615-83.6183234104567j),(18.845198284336888-38.52572211668738j),(41.50074813624495+38.39042285462934j)
820.6875,(26.383163616705186-79.44628363334829j),(18.29016404713168-37.24618699123381j),(43.18618095711835+39.821659710959025j)
821.875,(27.16083590733779-77.19029104510898j),(17.452875362762047-35.91969276563442j),(45.17945300700795+40.960793379439565j)
823.0625,(26.33052875354222-75.87197884792418j),(17.378242473572097-34.7839980329468j),(47.01724344224337+42.41038874434528j)
824.25,(24.957362020765828-72.99547561173263j),(17.038783775474034-33.39051298838554j),(48.81788116963902+43.83203633319602j)
825.4375,(23.938685397787534-69.06979916732499j),(16.586541356898607-31.841433413209963j),(50.764660722143034+45.00749777628517j)
826.625,(23.25581566020009-65.97919537036j),(16.185870394143542-30.846964469295397j),(52.62957917051545+45.91773021746587j)
827.8125,(21.969302736165226-64.46088176830803j),(15.82468124768802-29.436048596247048j),(55.02073860809244+46.80067255475036j)
829.0,(20.05693150015257-63.37564661147852j),(15.2380362840627-28.376746808425455j),(57.97484423933614+47.64696202875178j)
830.1875,(18.266340229775178-60.681676759600386j),(14.827891186730076-27.320145380327286j),(60.80491480811221+48.57058626881676j)
831.375,(17.79184345026312-57.79398667918737j),(14.6333885714494-26.193579965193816j),(63.678847102742694+49.067698788702025j)
832.5625,(17.677649735983277-55.835986166915795j),(14.239422775873939-24.86705816088279j),(66.65497291467896+49.93607924433671j)
833.75,(17.16705608676886-54.89213407325403j),(14.117180641841314-23.96861184997537j),(69.88236071535734+50.934741677788104j)
834.9375,(15.87823776215779-53.80597045377492j),(13.720963356701175-22.692783830458826j),(72.80687067867993+50.33879494835239j)
836.125,(14.65939417219568-51.69313868141883j),(13.461276776485777-21.60329028604168j),(76.38828587128924+50.933467598530456j)
837.3125,(14.49504159899266-48.853882059722906j),(13.222097152364414-20.608166418624215j),(80.73988467731525+49.98811441148903j)
838.5,(14.343976635216528-47.1162835631793j),(13.170905088115502-19.409614127078875j),(83.63261186280293+49.5783091562492j)
839.6875,(13.504445345454002-46.20085144201669j),(12.806435394970467-18.259186371703972j),(88.14700380655395+48.0289224922846j)
840.875,(12.227916391988153-45.41613404272906j),(12.591716447540655-17.412255933556924j),(92.93430114613739+46.998077014362444j)
842.0625,(11.468429468147347-43.384286849430616j),(12.585308187295686-16.284710223135438j),(95.92035629393916+45.98373326828915j)
843.25,(11.638473876676429-41.02976823345144j),(12.466921196529311-15.404786631671744j),(100.24520756643315+44.02687683882839j)
844.4375,(11.845109774750789-39.33202119188237j),(12.133615652597303-14.210869307985568j),(103.93872815199771+40.52722769083243j)
845.625,(11.215577129041751-38.27992879257628j),(12.262385485445174-13.266754368285639j),(109.2136549212589+38.58431421384839j)
846.8125,(10.09582607057595-37.26155654455333j),(12.186751748921395-12.361630797942103j),(112.14288977321013+34.017363735445j)
848.0,(9.592896558601279-35.638897848975006j),(12.068153627345291-11.250694664273755j),(115.91361443585434+30.28162118987396j)
849.1875,(10.181830496543208-33.9145612620444j),(12.007374118247805-10.323530057181621j),(119.20806728661964+26.60806429387871j)
850.375,(10.613100119246486-32.41182518647368j),(11.82355775584375-9.295278984536168j),(120.86110962395666+21.29678734667485j)
851.5625,(9.932171935016274-30.859916180728714j),(11.74680560084357-8.404652791230928j),(122.27894482277789+16.076588534233842j)
852.75,(8.599266613760584-29.21374441538426j),(11.631081211939113-7.774295338391665j),(125.21317990495804+9.395037573424027j)
853.9375,(8.020880262103097-27.50409469680055j),(11.849456762967819-6.848486237476605j),(127.06835267062921+3.5899646685580144j)
855.125,(8.387259617772056-26.480963066769043j),(11.865441038508907-5.737443268726524j),(128.0010930179184-0.9708871380477488j)
856.3125,(8.941472909165148-25.836581461039618j),(11.577054475401805-5.1035121566229025j),(126.75441158646898-8.227758985505975j)
857.5,(8.737273917976413-24.933089303154137j),(11.769067780956641-4.068189175553215j),(127.07781974012299-13.352238288034648j)
858.6875,(8.029191328489677-23.50163249755173j),(11.630097822572012-3.2099795959196626j),(125.03427150859345-20.852314459238528j)
859.875,(7.713467858067775-21.94819460431025j),(11.650914324107637-2.015079502976558j),(123.10801303871563-22.755869620693787j)
861.0625,(8.151949713884868-20.918264174946952j),(11.57561499929846-1.4763602491874197j),(120.10526402716097-29.869670778273143j)
862.25,(8.657225753519796-20.275123364610643j),(11.502945288240745-0.4105635890525433j),(117.30051681252691-33.56767218917702j)
863.4375,(8.681918844836959-19.284337968936775j),(11.609597615598709+0.6391567737537673j),(113.31587740142024-37.35871005029837j)
864.625,(8.177527913645742-17.641720186453934j),(11.632387404593942+1.2709072000015982j),(110.55100967130943-41.78961674907649j)
865.8125,(7.7515695031696215-16.04661693464292j),(11.381377138227691+2.191035753088622j),(104.09109230908324-44.38005416545223j)
867.0,(7.768441812704289-15.278270195514809j),(11.64432619220922+2.9366164511763175j),(101.34306093839307-48.09959739400701j)
868.1875,(7.993771238650444-15.134685607163274j),(11.411291517916908+3.999730521478586j),(96.65370772251156-49.46567167593744j)
869.375,(8.189078577724285-14.809589216198827j),(11.57424149841131+4.778504530960654j),(91.80295181793569-52.10573762223197j)
870.5625,(8.303276538719965-13.640586318346363j),(11.8767779067915+5.612902136326914j),(89.1599648469212-54.251728993918086j)
871.75,(8.355726116629986-12.169068155744757j),(11.785722429623291+6.515322051378613j),(85.08482505329484-54.77186035576191j)
872.9375,(8.241590126306027-11.087397350652365j),(12.159665962764462+7.613899755035255j),(81.86927677530187-55.500790493294396j)
874.125,(7.860515926813195-10.461345047833714j),(11.512965926163144+8.458711465532241j),(75.81604787105556-54.77235379949295j)
875.3125,(7.434284492755364-9.675924379256662j),(11.802719516176069+9.359990432298616j),(72.92184815239636-54.72590921254174j)
876.5,(7.257068111795357-8.314382577408285j),(11.888873622778279+10.06549892157249j),(69.19590968067247-55.24254938171397j)
